86;1996;Dunston_Checks_In_(1996)
87;1996;Black_Sheep_(1996)
88;1995;Nick_of_Time_(1995)
89;1995;Journey_of_August_King,_The_(1995)
90;1996;Mary_Reilly_(1996)
91;1995;Vampire_in_Brooklyn_(1995)
92;1996;Beautiful_Girls_(1996)
93;1996;Broken_Arrow_(1996)
94;1995;In_the_Bleak_Midwinter_(1995)
95;1995;Hate_(Haine,_La)_(1995)
96;1994;Shopping_(1994)
97;0;Heidi_Fleiss
98;1996;City_Hall_(1996)
99;1996;Bottle_Rocket_(1996)
100;1996;Mr._Wrong_(1996)
101;1996;Unforgettable_(1996)
102;1996;Happy_Gilmore_(1996)
103;1995;Bridges_of_Madison_County,_The_(1995)
104;1994;Nobody_Loves_Me_(Keiner_liebt_mich)_(1994)
105;1996;Muppet_Treasure_Island_(1996)
106;1995;Catwalk_(1995)
107;1995;Braveheart_(1995)
108;1976;Taxi_Driver_(1976)
109;1995;Rumble_in_the_Bronx_(1995)
110;1996;Before_and_After_(1996)
111;1995;Margaret's_Museum_(1995)
112;1995;Anne_Frank_Remembered_(1995)
113;1995;Young_Poisoner's_Handbook,_The_(1995)
114;1996;If_Lucy_Fell_(1996)
115;1995;Steal_Big,_Steal_Little_(1995)
116;1996;Race_the_Sun_(1996)
117;1993;Boys_of_St._Vincent,_The_(1993)
118;1992;Boomerang_(1992)
119;1994;Chungking_Express_(1994)
120;1995;Star_Maker,_The_(Uomo_delle_stelle,_L')_(1995)
121;1996;Flirting_With_Disaster_(1996)
122;1994;NeverEnding_Story_III,_The_(1994)
123;1994;Silence_of_the_Palace,_The_(Saimt_el_Qusur)_(1994)
124;1994;Jupiter's_Wife_(1994)
125;1995;Pie_in_the_Sky_(1995)
126;1995;Angela_(1995)
127;1995;Frankie_Starlight_(1995)
128;1995;Jade_(1995)
129;1995;Nueba_Yol_(1995)
130;1995;Sonic_Outlaws_(1995)
131;1996;Down_Periscope_(1996)
132;1995;From_the_Journals_of_Jean_Seberg_(1995)
133;1995;Man_of_the_Year_(1995)
134;1995;Neon_Bible,_The_(1995)
135;1995;Target_(1995)
136;1996;Up_Close_and_Personal_(1996)
137;1996;Birdcage,_The_(1996)
138;1988;Shadows_(Cienie)_(1988)
139;1995;Brothers_McMullen,_The_(1995)
140;1995;Bad_Boys_(1995)
141;1995;Amazing_Panda_Adventure,_The_(1995)
142;1995;Basketball_Diaries,_The_(1995)
143;1995;Awfully_Big_Adventure,_An_(1995)
144;1994;Amateur_(1994)
145;1995;Apollo_13_(1995)
146;1995;Rob_Roy_(1995)
147;1995;Addiction,_The_(1995)
148;1995;Batman_Forever_(1995)
149;1967;Belle_de_jour_(1967)
150;1995;Beyond_Rangoon_(1995)
151;1995;Blue_in_the_Face_(1995)
152;1994;Canadian_Bacon_(1994)
153;1995;Casper_(1995)
154;1995;Clockers_(1995)
155;1995;Congo_(1995)
156;1995;Crimson_Tide_(1995)
157;1994;Crumb_(1994)
158;1995;Desperado_(1995)
159;1995;Devil_in_a_Blue_Dress_(1995)
160;0;Die_Hard
161;1995;Doom_Generation,_The_(1995)
162;1995;Feast_of_July_(1995)
163;1995;First_Knight_(1995)
164;0;Free_Willy_2
165;1995;Hackers_(1995)
166;1995;Jeffrey_(1995)
167;1995;Johnny_Mnemonic_(1995)
168;1995;Judge_Dredd_(1995)
169;1995;Jury_Duty_(1995)
170;1995;Kids_(1995)
171;1995;Living_in_Oblivion_(1995)
172;1995;Lord_of_Illusions_(1995)
173;1993;Love_&_Human_Remains_(1993)
174;1995;Mad_Love_(1995)
175;1995;Mallrats_(1995)
176;0;Mighty_Morphin_Power_Rangers
177;1995;Moonlight_and_Valentino_(1995)
178;1994;Mute_Witness_(1994)
179;1994;Nadja_(1994)
180;1995;Net,_The_(1995)
181;1995;Nine_Months_(1995)
182;1995;Party_Girl_(1995)
183;1995;Prophecy,_The_(1995)
184;1995;Reckless_(1995)
185;1995;Safe_(1995)
186;1995;Scarlet_Letter,_The_(1995)
187;1995;Show,_The_(1995)
188;1995;Showgirls_(1995)
189;1995;Smoke_(1995)
190;1995;Something_to_Talk_About_(1995)
191;1995;Species_(1995)
192;1995;Stars_Fell_on_Henrietta,_The_(1995)
193;1995;Strange_Days_(1995)
194;1964;Umbrellas_of_Cherbourg,_The_(Parapluies_de_Cherbourg,_Les)_(1964)
195;1995;Tie_That_Binds,_The_(1995)
196;1995;Three_Wishes_(1995)
197;1995;Total_Eclipse_(1995)
198;1995;To_Wong_Foo,_Thanks_for_Everything!_Julie_Newmar_(1995)
199;0;Under_Siege_2
200;1995;Unstrung_Heroes_(1995)
201;1995;Unzipped_(1995)
202;1995;Walk_in_the_Clouds,_A_(1995)
203;1995;Waterworld_(1995)
204;1995;White_Man's_Burden_(1995)
205;1995;Wild_Bill_(1995)
206;1994;Browning_Version,_The_(1994)
207;1995;Bushwhacked_(1995)
208;1994;Burnt_By_the_Sun_(Utomlyonnye_solntsem)_(1994)
209;1994;Before_the_Rain_(Pred_dozhdot)_(1994)
210;1995;Before_Sunrise_(1995)
211;1995;Billy_Madison_(1995)
212;1995;Babysitter,_The_(1995)
213;1995;Boys_on_the_Side_(1995)
214;1995;Cure,_The_(1995)
215;1995;Castle_Freak_(1995)
216;1995;Circle_of_Friends_(1995)
217;1994;Clerks_(1994)
218;1995;Don_Juan_DeMarco_(1995)
219;1994;Disclosure_(1994)
220;1995;Dream_Man_(1995)
221;1994;Drop_Zone_(1994)
222;1995;Destiny_Turns_on_the_Radio_(1995)
223;1994;Death_and_the_Maiden_(1994)
224;1994;Dolores_Claiborne_(1994)
225;1994;Dumb_&_Dumber_(1994)
226;1994;Eat_Drink_Man_Woman_(1994)
227;1994;Exotica_(1994)
228;1994;Exit_to_Eden_(1994)
229;1994;Ed_Wood_(1994)
230;1995;French_Kiss_(1995)
231;1995;Forget_Paris_(1995)
232;0;Far_From_Home
233;1995;Goofy_Movie,_A_(1995)
234;1995;Hideaway_(1995)
235;1995;Fluke_(1995)
236;0;Farinelli
237;1995;Gordy_(1995)
238;0;Gumby
239;1994;Glass_Shield,_The_(1994)
240;1994;Hoop_Dreams_(1994)
241;1994;Heavenly_Creatures_(1994)
242;1994;Houseguest_(1994)
243;1994;Immortal_Beloved_(1994)
244;1994;Heavyweights_(1994)
245;1995;Hunted,_The_(1995)
246;1994;I.Q._(1994)
247;1994;Interview_with_the_Vampire_(1994)
248;1995;Jefferson_in_Paris_(1995)
249;1994;Jerky_Boys,_The_(1994)
250;1994;Junior_(1994)
251;1995;Just_Cause_(1995)
252;1995;Kid_in_King_Arthur's_Court,_A_(1995)
253;1995;Kiss_of_Death_(1995)
254;0;Star_Wars
255;1994;Little_Women_(1994)
256;1995;Little_Princess,_A_(1995)
257;1994;Ladybird_Ladybird_(1994)
258;1994;Enfer,_L'_(1994)
259;1992;Like_Water_for_Chocolate_(Como_agua_para_chocolate)_(1992)
260;1994;Legends_of_the_Fall_(1994)
261;1994;Major_Payne_(1994)
262;1994;Little_Odessa_(1994)
263;1993;My_Crazy_Life_(Mi_vida_loca)_(1993)
264;1994;Love_Affair_(1994)
265;1995;Losing_Isaiah_(1995)
266;1994;Madness_of_King_George,_The_(1994)
267;1994;Mary_Shelley's_Frankenstein_(1994)
268;1995;Man_of_the_House_(1995)
269;1994;Mixed_Nuts_(1994)
270;1994;Milk_Money_(1994)
271;1994;Miracle_on_34th_Street_(1994)
272;1995;Miami_Rhapsody_(1995)
273;1995;My_Family_(1995)
274;1995;Murder_in_the_First_(1995)
275;1994;Nobody's_Fool_(1994)
276;1994;Nell_(1994)
277;1995;New_Jersey_Drive_(1995)
278;0;Nemesis_2
279;1994;Nina_Takes_a_Lover_(1994)
280;1994;Natural_Born_Killers_(1994)
281;1994;Only_You_(1994)
282;1994;Once_Were_Warriors_(1994)
283;1995;Poison_Ivy_II_(1995)
284;1995;Outbreak_(1995)
285;0;Professional,_The_(a.k.a._Leon
286;1995;Perez_Family,_The_(1995)
287;1995;Pyromaniac's_Love_Story,_A_(1995)
288;1994;Pulp_Fiction_(1994)
289;1995;Panther_(1995)
290;1992;Pushing_Hands_(1992)
291;1994;Priest_(1994)
292;1994;Quiz_Show_(1994)
293;1995;Picture_Bride_(1995)
294;1994;Queen_Margot_(La_Reine_Margot)_(1994)
295;1995;Quick_and_the_Dead,_The_(1995)
296;1995;Roommates_(1995)
297;1994;Ready_to_Wear_(Pret-A-Porter)_(1994)
298;0;Three_Colors
299;0;Three_Colors
300;0;Three_Colors
301;1994;Red_Firecracker,_Green_Firecracker_(1994)
302;1995;Rent-a-Kid_(1995)
303;1994;Relative_Fear_(1994)
304;1995;Stuart_Saves_His_Family_(1995)
305;1994;Swan_Princess,_The_(1994)
306;1994;Secret_of_Roan_Inish,_The_(1994)
307;1994;Specialist,_The_(1994)
308;1994;Stargate_(1994)
309;1994;Santa_Clause,_The_(1994)
310;1994;Shawshank_Redemption,_The_(1994)
311;1994;Shallow_Grave_(1994)
312;1993;Suture_(1993)
313;1993;Strawberry_and_Chocolate_(Fresa_y_chocolate)_(1993)
314;1995;Swimming_with_Sharks_(1995)
315;1994;Sum_of_Us,_The_(1994)
316;1995;National_Lampoon's_Senior_Trip_(1995)
317;1994;To_Live_(Huozhe)_(1994)
318;1995;Tank_Girl_(1995)
319;0;Tales_From_the_Crypt_Presents
320;0;Star_Trek
321;1995;Tales_from_the_Hood_(1995)
322;1994;Tom_&_Viv_(1994)
323;1995;Village_of_the_Damned_(1995)
324;1995;Tommy_Boy_(1995)
325;1994;Vanya_on_42nd_Street_(1994)
326;1995;Underneath,_The_(1995)
327;1995;Walking_Dead,_The_(1995)
328;1993;What's_Eating_Gilbert_Grape_(1993)
329;1995;Virtuosity_(1995)
330;1995;While_You_Were_Sleeping_(1995)
331;1994;War,_The_(1994)
332;1994;Double_Happiness_(1994)
333;1994;Muriel's_Wedding_(1994)
334;1995;Baby-Sitters_Club,_The_(1995)
335;0;Ace_Ventura
336;1994;Adventures_of_Priscilla,_Queen_of_the_Desert,_The_(1994)
337;1993;Backbeat_(1993)
338;1992;Bitter_Moon_(1992)
339;1994;Bullets_Over_Broadway_(1994)
340;1994;Clear_and_Present_Danger_(1994)
341;1994;Client,_The_(1994)
342;1994;Corrina,_Corrina_(1994)
343;1994;Crooklyn_(1994)
344;1994;Crow,_The_(1994)
345;1994;Cobb_(1994)
346;1994;Flintstones,_The_(1994)
347;1994;Forrest_Gump_(1994)
348;1994;Four_Weddings_and_a_Funeral_(1994)
349;1995;Higher_Learning_(1995)
350;1994;I_Like_It_Like_That_(1994)
351;1994;I_Love_Trouble_(1994)
352;1994;It_Could_Happen_to_You_(1994)
353;1994;Jungle_Book,_The_(1994)
354;1993;Wonderful,_Horrible_Life_of_Leni_Riefenstahl,_The_(Die_Macht_der_Bilder)_(1993)
355;1994;Lion_King,_The_(1994)
356;1993;Little_Buddha_(1993)
357;1994;Wes_Craven's_New_Nightmare_(1994)
358;1994;Mask,_The_(1994)
359;1994;Maverick_(1994)
360;1994;Mrs._Parker_and_the_Vicious_Circle_(1994)
361;0;Naked_Gun_33_1/3
362;1994;Paper,_The_(1994)
363;1994;Reality_Bites_(1994)
364;1992;Red_Rock_West_(1992)
365;1994;Richie_Rich_(1994)
366;1994;Safe_Passage_(1994)
367;1994;River_Wild,_The_(1994)
368;1994;Speed_(1994)
369;1994;Speechless_(1994)
370;1994;Timecop_(1994)
371;1994;True_Lies_(1994)
372;1994;When_a_Man_Loves_a_Woman_(1994)
373;1994;Wolf_(1994)
374;1994;Wyatt_Earp_(1994)
375;1995;Bad_Company_(1995)
376;1994;Man_of_No_Importance,_A_(1994)
377;1994;S.F.W._(1994)
378;1994;Low_Down_Dirty_Shame,_A_(1994)
379;1995;Boys_Life_(1995)
380;1994;Colonel_Chabert,_Le_(1994)
381;1965;Faster_Pussycat!_Kill!_Kill!_(1965)
382;1994;Jason's_Lyric_(1994)
383;1993;Secret_Adventures_of_Tom_Thumb,_The_(1993)
384;1994;Street_Fighter_(1994)
385;1995;Coldblooded_(1995)
386;1995;Fall_Time_(1995)
387;1995;Fear,_The_(1995)
388;1995;Frank_and_Ollie_(1995)
389;1995;Mirage_(1995)
390;1996;Open_Season_(1996)
391;0;Brother_Minister
392;0;Highlander_III
393;1994;Federal_Hill_(1994)
394;1995;In_the_Mouth_of_Madness_(1995)
395;1994;8_Seconds_(1994)
396;1994;Above_the_Rim_(1994)
397;1993;Addams_Family_Values_(1993)
398;1994;You_So_Crazy_(1994)
399;1993;Age_of_Innocence,_The_(1993)
400;1994;Airheads_(1994)
401;1994;Air_Up_There,_The_(1994)
402;1993;Another_Stakeout_(1993)
403;1994;Bad_Girls_(1994)
404;1994;Barcelona_(1994)
405;1993;Being_Human_(1993)
406;1993;Beverly_Hillbillies,_The_(1993)
407;1994;Beverly_Hills_Cop_III_(1994)
408;1994;Black_Beauty_(1994)
409;1994;Blink_(1994)
410;1994;Blown_Away_(1994)
411;1994;Blue_Chips_(1994)
412;1994;Blue_Sky_(1994)
413;1993;Body_Snatchers_(1993)
414;1993;Boxing_Helena_(1993)
415;1993;Bronx_Tale,_A_(1993)
416;1994;Cabin_Boy_(1994)
417;1993;Calendar_Girl_(1993)
418;1993;Carlito's_Way_(1993)
419;0;City_Slickers_II
420;1994;Clean_Slate_(1994)
421;1993;Cliffhanger_(1993)
422;1993;Coneheads_(1993)
423;1994;Color_of_Night_(1994)
424;1994;Cops_and_Robbersons_(1994)
425;1994;Cowboy_Way,_The_(1994)
426;1993;Dangerous_Game_(1993)
427;1993;Dave_(1993)
428;1993;Dazed_and_Confused_(1993)
429;1993;Demolition_Man_(1993)
430;1994;Endless_Summer_2,_The_(1994)
431;1993;Even_Cowgirls_Get_the_Blues_(1993)
432;1993;Fatal_Instinct_(1993)
433;1993;Farewell_My_Concubine_(1993)
434;1994;Favor,_The_(1994)
435;1993;Fearless_(1993)
436;1993;Fear_of_a_Black_Hat_(1993)
437;1994;With_Honors_(1994)
438;1993;Flesh_and_Bone_(1993)
439;1994;Widows'_Peak_(1994)
440;1993;For_Love_or_Money_(1993)
441;1993;Firm,_The_(1993)
442;1993;Free_Willy_(1993)
443;1994;Fresh_(1994)
444;1993;Fugitive,_The_(1993)
445;0;Geronimo
446;1994;Getaway,_The_(1994)
447;1994;Getting_Even_with_Dad_(1994)
448;1994;Go_Fish_(1994)
449;1994;Good_Man_in_Africa,_A_(1994)
450;1993;Guilty_as_Sin_(1993)
451;1993;Hard_Target_(1993)
452;1993;Heaven_&_Earth_(1993)
453;1993;Hot_Shots!_Part_Deux_(1993)
454;1995;Live_Nude_Girls_(1995)
455;1995;Englishman_Who_Went_Up_a_Hill,_But_Came_Down_a_Mountain,_The_(1995)
456;1993;House_of_the_Spirits,_The_(1993)
457;1994;House_Party_3_(1994)
458;1994;Hudsucker_Proxy,_The_(1994)
459;1994;I'll_Do_Anything_(1994)
460;1994;In_the_Army_Now_(1994)
461;1993;In_the_Line_of_Fire_(1993)
462;1993;In_the_Name_of_the_Father_(1993)
463;1994;Inkwell,_The_(1994)
464;1993;What's_Love_Got_to_Do_with_It?_(1993)
465;1994;Jimmy_Hollywood_(1994)
466;1993;Judgment_Night_(1993)
467;1993;Jurassic_Park_(1993)
468;1993;Kalifornia_(1993)
469;1994;Killing_Zoe_(1994)
470;1993;King_of_the_Hill_(1993)
471;1994;Lassie_(1994)
472;1993;Last_Action_Hero_(1993)
473;1993;Life_with_Mikey_(1993)
474;1994;Lightning_Jack_(1994)
475;1993;M._Butterfly_(1993)
476;1993;Made_in_America_(1993)
477;1993;Malice_(1993)
478;1993;Man_Without_a_Face,_The_(1993)
479;1993;Manhattan_Murder_Mystery_(1993)
480;1993;Menace_II_Society_(1993)
481;1996;Executive_Decision_(1996)
482;1976;In_the_Realm_of_the_Senses_(Ai_no_corrida)_(1976)
483;1994;What_Happened_Was..._(1994)
484;1993;Much_Ado_About_Nothing_(1993)
485;1993;Mr._Jones_(1993)
486;1993;Mr._Wonderful_(1993)
487;1993;Mrs._Doubtfire_(1993)
488;1993;Naked_(1993)
489;1994;Next_Karate_Kid,_The_(1994)
490;1994;New_Age,_The_(1994)
491;1994;No_Escape_(1994)
492;1994;North_(1994)
493;1993;Orlando_(1993)
494;1993;Perfect_World,_A_(1993)
495;1993;Philadelphia_(1993)
496;1993;Piano,_The_(1993)
497;1993;Poetic_Justice_(1993)
498;1993;Program,_The_(1993)
499;1994;Robert_A._Heinlein's_The_Puppet_Masters_(1994)
500;1994;Radioland_Murders_(1994)
501;1994;Ref,_The_(1994)
502;1993;Remains_of_the_Day,_The_(1993)
503;1994;Renaissance_Man_(1994)
504;1993;Rising_Sun_(1993)
505;1994;Road_to_Wellville,_The_(1994)
506;1993;Robocop_3_(1993)
507;0;Robin_Hood
508;1993;Romeo_Is_Bleeding_(1993)
509;1992;Romper_Stomper_(1992)
510;1993;Ruby_in_Paradise_(1993)
511;1993;Rudy_(1993)
512;1993;Saint_of_Fort_Washington,_The_(1993)
513;1992;Savage_Nights_(Nuits_fauves,_Les)_(1992)
514;1993;Schindler's_List_(1993)
515;1994;Scout,_The_(1994)
516;1993;Searching_for_Bobby_Fischer_(1993)
517;1994;Second_Best_(1994)
518;1993;Secret_Garden,_The_(1993)
519;1994;Serial_Mom_(1994)
520;1994;Shadow,_The_(1994)
521;1993;Shadowlands_(1993)
522;1993;Short_Cuts_(1993)
523;1994;Simple_Twist_of_Fate,_A_(1994)
524;1994;Sirens_(1994)
525;1993;Six_Degrees_of_Separation_(1993)
526;1993;Sleepless_in_Seattle_(1993)
527;1993;Sliver_(1993)
528;1982;Blade_Runner_(1982)
529;1993;Son_in_Law_(1993)
530;1993;So_I_Married_an_Axe_Murderer_(1993)
531;1993;Striking_Distance_(1993)
532;1993;Harlem_(1993)
533;1993;Super_Mario_Bros._(1993)
534;1994;Surviving_the_Game_(1994)
535;1994;Terminal_Velocity_(1994)
536;1993;Thirty-Two_Short_Films_About_Glenn_Gould_(1993)
537;1994;Threesome_(1994)
538;1993;Nightmare_Before_Christmas,_The_(1993)
539;1993;Three_Musketeers,_The_(1993)
540;1993;Tombstone_(1993)
541;1994;Trial_by_Jury_(1994)
542;1993;True_Romance_(1993)
543;1993;War_Room,_The_(1993)
544;1962;Mamma_Roma_(1962)
545;1994;Pagemaster,_The_(1994)
546;1993;Paris,_France_(1993)
547;1994;Beans_of_Egypt,_Maine,_The_(1994)
548;1994;Killer_(Bulletproof_Heart)_(1994)
549;1995;Welcome_to_the_Dollhouse_(1995)
550;1993;Germinal_(1993)
551;1994;Chasers_(1994)
552;1992;Cronos_(1992)
553;1994;Naked_in_New_York_(1994)
554;1993;Kika_(1993)
555;1993;Bhaji_on_the_Beach_(1993)
556;1994;Little_Big_League_(1994)
557;1993;Slingshot,_The_(Kdisbellan_)_(1993)
558;1994;Wedding_Gift,_The_(1994)
559;1994;Foreign_Student_(1994)
560;1993;Ciao,_Professore!_(Io_speriamo_che_me_la_cavo_)_(1993)
561;1994;Spanking_the_Monkey_(1994)
562;1994;Little_Rascals,_The_(1994)
563;1993;Fausto_(1993)
564;1994;Andre_(1994)
565;1993;Hour_of_the_Pig,_The_(1993)
566;1993;Scorta,_La_(1993)
567;1994;Princess_Caraboo_(1994)
568;1995;Celluloid_Closet,_The_(1995)
569;1993;Metisse_(Caf_au_Lait)_(1993)
570;1994;Dear_Diary_(Caro_Diario)_(1994)
571;1993;I_Don't_Want_to_Talk_About_It_(De_eso_no_se_habla)_(1993)
572;1995;Brady_Bunch_Movie,_The_(1995)
573;1990;Home_Alone_(1990)
574;1990;Ghost_(1990)
575;1992;Aladdin_(1992)
576;0;Terminator_2
577;1990;Dances_with_Wolves_(1990)
578;1995;Tough_and_Deadly_(1995)
579;1989;Batman_(1989)
580;1991;Silence_of_the_Lambs,_The_(1991)
581;1937;Snow_White_and_the_Seven_Dwarfs_(1937)
582;1991;Beauty_and_the_Beast_(1991)
583;1940;Pinocchio_(1940)
584;1990;Pretty_Woman_(1990)
585;1994;Window_to_Paris_(1994)
586;1969;Wild_Bunch,_The_(1969)
587;1994;Love_and_a_.45_(1994)
588;1994;Wooden_Man's_Bride,_The_(Wu_Kui)_(1994)
589;1994;Great_Day_in_Harlem,_A_(1994)
590;1995;Bye_Bye,_Love_(1995)
591;1996;One_Fine_Day_(1996)
592;0;Candyman
593;1993;Century_(1993)
594;1996;Fargo_(1996)
595;0;Homeward_Bound_II
596;1981;Heavy_Metal_(1981)
597;0;Hellraiser
598;1996;Pallbearer,_The_(1996)
599;1996;Jane_Eyre_(1996)
600;1994;Loaded_(1994)
601;1973;Bread_and_Chocolate_(Pane_e_cioccolata)_(1973)
602;1970;Aristocats,_The_(1970)
603;1995;Flower_of_My_Secret,_The_(La_Flor_de_Mi_Secreto)_(1995)
604;1996;Two_Much_(1996)
605;1996;Ed_(1996)
606;1993;My_Favorite_Season_(1993)
607;1995;Modern_Affair,_A_(1995)
608;1995;Condition_Red_(1995)
609;1996;Thin_Line_Between_Love_and_Hate,_A_(1996)
610;1995;Last_Supper,_The_(1995)
611;1996;Primal_Fear_(1996)
612;1996;Carried_Away_(1996)
613;1996;All_Dogs_Go_to_Heaven_2_(1996)
614;1995;Land_and_Freedom_(Tierra_y_libertad)_(1995)
615;1995;Denise_Calls_Up_(1995)
616;1995;Theodore_Rex_(1995)
617;1996;Family_Thing,_A_(1996)
618;1996;Sgt._Bilko_(1996)
619;1995;Jack_and_Sarah_(1995)
620;1996;Girl_6_(1996)
621;1996;Diabolique_(1996)
622;1994;Little_Indian,_Big_City_(Un_indien_dans_la_ville)_(1994)
623;1995;Roula_(1995)
624;1996;Peanuts_-_Die_Bank_zahlt_alles_(1996)
625;1996;Happy_Weekend_(1996)
626;1995;Nelly_&_Monsieur_Arnaud_(1995)
627;1996;Courage_Under_Fire_(1996)
628;0;Mission
629;1994;Cold_Fever_(_kldum_klaka)_(1994)
630;1996;Moll_Flanders_(1996)
631;1996;Superweib,_Das_(1996)
632;1995;301,_302_(1995)
633;1996;Dragonheart_(1996)
634;1995;Mutters_Courage_(1995)
635;1996;Eddie_(1996)
636;1994;Yankee_Zulu_(1994)
637;1995;Billy's_Holiday_(1995)
638;1960;Purple_Noon_(1960)
639;1996;August_(1996)
640;1996;James_and_the_Giant_Peach_(1996)
641;1996;Fear_(1996)
642;0;Kids_in_the_Hall
643;1996;Faithful_(1996)
644;1995;Underground_(1995)
645;1996;All_Things_Fair_(1996)
646;1995;Bloodsport_2_(1995)
647;1955;Pather_Panchali_(1955)
648;1956;Aparajito_(1956)
649;1959;World_of_Apu,_The_(Apur_Sansar)_(1959)
650;0;Mystery_Science_Theater_3000
651;1995;Tarantella_(1995)
652;1996;Space_Jam_(1996)
653;1968;Barbarella_(1968)
654;1993;Some_Folks_Call_It_a_Sling_Blade_(1993)
655;1995;Run_of_the_Country,_The_(1995)
656;1965;Alphaville_(1965)
657;1981;Clean_Slate_(Coup_de_Torchon)_(1981)
658;0;Tigrero
659;1980;Windows_(1980)
660;1995;It's_My_Party_(1995)
661;1994;Country_Life_(1994)
662;1995;Operation_Dumbo_Drop_(1995)
663;1994;Promise,_The_(Versprechen,_Das)_(1994)
664;1996;Mrs._Winterbourne_(1996)
665;1996;Solo_(1996)
666;1996;Substitute,_The_(1996)
667;1995;True_Crime_(1995)
668;1995;Butterfly_Kiss_(1995)
669;1996;Feeling_Minnesota_(1996)
670;1994;Delta_of_Venus_(1994)
671;1995;Angus_(1995)
672;1992;Daens_(1992)
673;1968;Faces_(1968)
674;1996;Boys_(1996)
675;1996;Quest,_The_(1996)
676;1996;Cosi_(1996)
677;1996;Sunset_Park_(1996)
678;1996;Mulholland_Falls_(1996)
679;1996;Truth_About_Cats_&_Dogs,_The_(1996)
680;1988;Oliver_&_Company_(1988)
681;1996;Celtic_Pride_(1996)
682;1996;Flipper_(1996)
683;1994;Captives_(1994)
684;1995;Dead_Man_(1995)
685;1995;Horseman_on_the_Roof,_The_(Hussard_sur_le_toit,_Le)_(1995)
686;1975;Switchblade_Sisters_(1975)
687;1995;Mouth_to_Mouth_(Boca_a_boca)_(1995)
688;1993;Visitors,_The_(Les_Visiteurs)_(1993)
689;1996;Multiplicity_(1996)
690;0;Wallace_&_Gromit
691;1995;Haunted_World_of_Edward_D._Wood_Jr.,_The_(1995)
