178;3341;1163;1805;2968;2952;967;96;567;809
179;417;2102;1690;413;2466;2173;2606;3510;405
180;2437;73;2435;1933;545;351;2093;2619;2572
181;1590;3238;2469;2067;2328;1428;2268;1445;1104
182;936;1537;420;2020;823;2094;764;83;3139
183;1104;2629;2616;1379;817;3434;3400;1719;2298
184;1785;598;3211;2480;2678;243;2496;691;795
185;2413;1677;793;1798;3514;2629;2765;500;2178
186;3259;3540;3666;2754;3094;2840;412;1363;1759
187;3267;3168;621;1211;811;1427;1884;1632;3583
188;1639;2452;3374;1398;696;3635;2227;2419;2367
189;3610;666;3563;2682;551;896;661;3299;1317
190;3018;2009;1472;289;1972;1751;1482;1089;2322
191;2759;1452;144;2843;1714;802;605;3347;2053
192;3115;2545;2262;1530;731;18;996;2881;1008
193;1390;322;655;2533;2627;626;1338;1680;1414
194;1466;239;277;967;2396;1871;529;484;1087
195;2912;2797;2165;761;803;2500;341;3608;2343
196;2007;2912;1044;3549;2823;2023;3223;2871;2717
197;2516;3534;931;557;3381;1080;342;689;2564
198;221;3401;3145;94;2327;2978;2534;2947;858
199;2212;3408;1942;3525;1504;2010;1865;2922;2143
200;3160;3559;3428;1403;3402;2691;2541;912;2458
201;3172;727;2838;1829;2243;3200;1027;3386;1856
202;1129;2699;3245;2149;3334;2208;1401;366;3077
203;2274;1382;609;3343;720;629;1978;3222;3139
204;2178;2806;478;937;1142;2219;1188;1052;1668
205;1336;3613;2946;1431;3519;175;3437;383;2318
206;1366;1470;2041;1371;319;2475;2687;40;2714
207;287;451;3139;1580;1982;3223;1382;1363;1223
208;904;3505;1264;953;1726;2626;1872;1270;1962
209;269;1733;583;3401;2998;1521;767;1455;789
210;1721;1754;3621;666;647;897;3068;2783;3586
211;2225;564;2071;2462;2465;3250;2126;3554;1073
212;2370;3367;476;3304;3616;362;942;3225;2268
213;436;2682;788;589;935;3395;1995;1616;2510
214;2647;1633;2915;2880;2397;3587;3521;984;2434
215;3533;1012;3447;2061;913;1868;3139;28;2364
216;3258;772;3095;2855;645;3067;752;1076;1220
217;3676;2340;1685;2724;2017;2026;332;393;2788
218;2310;125;1865;1455;2030;3119;3260;2090;2041
219;1690;1934;1535;3692;2648;3333;214;3180;2907
220
221;940;1904;1492;3545;3114;1579;1891;3380;205
222;140;3627;2816;2078;1364;3218;707;3081;434
223;3062;1750;1226;1558;3626;2340;3404;3694;1499
224;1408;2551;3215;1701;205;904;3069;2351;3473
225;555;2551;3554;1625;751;1881;2988;2738;2034
226;1162;440;3625;967;2342;2034;3486;194;3160
227;1504;2828;1871;2996;1344;3402;2894;2934;235
228;3037;3677;179;2146;2411;3349;3210;557;401
229;380;1057;3622;762;1810;1342;96;668;1995
230;1373;3555;3422;3654;1714;3525;626;1228;53
231;2610;3401;115;944;197;2045;1722;3184;1881
232;1743;3116;1264;1374;157;3000;3651;3475;1693
233;1659;3450;1837;2135;2493;3079;2413;2043;3045
234;1870;3516;832;632;2291;712;925;3221;3210
235;2302;3208;1268;2848;179;3541;2832;2982;2044
236;61;2889;142;2941;3375;2351;2510;2755;481
237;3433;158;3292;1562;72;2613;2339;3592;340
238;1913;2231;2124;1297;46;181;2838;857;2451
239;855;1550;3162;1190;1796;2910;2230;3336;194
240;3140;2474;79;2417;2291;3400;126;2730;3646
241;1852;58;2315;2431;1590;66;2445;377;1622
242;3258;184;3678;1305;2647;554;2712;1933;2466
243;3146;3343;2296;2382;3698;2092;1441;2426;3125
244;1620;1017;346;1862;1584;3246;316;341;689
245;10;14;2894;3002;3116;3572;1496;2236;1774
246;2017;237;1656;585;739;1914;322;3599;222
247;2223;2539;1995;2507;66;1409;771;3631;2901
248;1522;121;2568;727;3474;620;18;758;3160
249;1560;639;1269;959;986;2155;190;3235;3205
250;1217;3437;3350;877;3639;2783;209;3536;2678
251;2767;1073;2747;2618;3237;454;1869;911;3427
252;1032;297;3141;1047;2947;2726;3079;665;2404
253;252;85;3326;3163;3142;2105;1907;3619;686
254;1441;541;3396;3533;1413;116;3631;134;1107
255;195;3621;3285;2315;620;3279;3123;234;1387
256;2185;379;2861;2753;2738;888;904;1455;834
257;2254;2006;2231;2294;2224;3230;869;3351;3331
258;3034;641;2078;2414;3102;1238;1386;698;82
259;900;919;879;557;2934;1078;2407;53;1426
260;2849;3612;126;3206;3348;125;1499;3705;2621
261;3535;382;1342;747;1444;3288;1235;1586;2603
262;2147;2759;1234;3657;3414;1438;1116;506;3675
263;91;2905;3586;1267;1339;26;1666;815;1424
264;2763;1404;2063;2138;662;1565;1691;1361;2909
265;1347;2341;2094;1837;1743;737;235;3689;2413
266;2629;3389;2556;717;317;3344;111;2020;3067
267;1749;3404;1254;1324;1797;450;3419;809;258
268;2806;417;890;562;595;949;857;3412;1028
269;1972;90;2037;3214;1091;925;728;1396;713
270;3649;1860;492;1455;2700;2768;1714;58;3444
271;684;1541;3562;1220;289;1003;1556;2998;3574
272;2881;1962;3593;2337;2067;1951;3287;1959;1451
273;944;1305;1363;269;592;1954;3050;408;2617
274;1999;2906;1393;1311;1267;2350;142;685;1426
275;555;2274;287;3161;2472;485;836;2690;2614
276;2045;2196;3106;1325;314;2606;2504;999;691
277;1044;1663;1021;1940;753;2145;179;1123;2289
278
279;1423;2563;1226;592;2603;376;3638;2038;1596
280;1221;1420;1333;3555;1516;2726;2382;3111;2986
281;3689;2451;3433;2050;2833;3459;1094;1031;3577
282;367;1687;94;2753;3308;789;2819;2595;449
283;2746;1340;3606;2765;1719;3329;1050;1803;1954
284;2770;1947;360;3170;2294;3271;3633;2023;2837
285;1267;2672;3177;2879;988;1448;177;1087;1700
286;2102;940;1758;2053;2419;522;2816;523;3031
287;2245;2476;601;3601;1552;3376;2726;1611;1320
288;3654;1549;2610;2996;1332;2118;2788;3151;3373
289;1281;3532;290;1465;2883;415;333;1317;937
290;787;166;755;427;994;516;2930;114;68
291;904;3349;3311;1236;2016;449;3264;2156;1681
292;1523;648;2925;2596;1401;901;1681;2037;2478
293;454;2681;90;268;3286;3242;477;3127;2650
294;3355;2979;3668;3705;2619;2234;473;433;1390
295;2564;3574;132;2747;3122;1437;1847;807;2619
296;2306;1625;825;2676;574;1169;2257;1895;784
297;2650;3604;187;3468;414;997;3554;3404;665
298;1428;90;1853;1005;2814;1445;3194;299;257
299;545;3309;2140;221;3255;1243;86;3617;3493
300;179;1335;2322;3396;15;2306;313;1319;2076
301;1202;1982;2168;914;2608;1112;1871;910;662
302;342;39;1363;1961;3567;961;3328;1304;1
303
304;1993;1940;2878;1586;2455;1081;1025;3136;1389
305;3522;2001;924;2433;2209;916;1525;261;3159
306;1408;2021;2879;2843;3052;3195;1555;2435;3566
307;440;1461;2024;1080;1182;3679;2987;3017;2080
308;2045;1321;1698;1366;2738;2478;1445;900;2017
309;302;795;2536;196;2149;556;548;541;599
310;52;3391;677;2045;2457;2750;3349;112;1572
311;1649;2300;2344;1354;3300;271;1233;3649;1339
312;723;1753;2353;674;685;2772;2465;1515;2613
313;1759;211;87;162;3270;3260;1962;825;48
314;809;2377;3320;3182;1402;2326;290;546;2055
315;2882;2507;1988;1557;765;3625;2085;1547;222
316;216;2861;796;2238;2931;3016;2730;3078;271
317;1368;929;529;1534;758;830;638;1297;1647
318;780;2965;3405;1530;2536;2474;1616;3188;1188
319;1106;2325;1731;2656;2233;2693;2523;2934;1417
320;2681;3609;2571;2800;2050;699;918;2017;1047
321;667;212;2189;2320;1361;279;1354;2544;2500
322;1305;2856;2462;2184;1050;300;2455;515;460
323;3675;1599;2706;2550;352;2551;2373;3104;3038
324;3232;294;2510;1073;3480;1865;2175;2843;3171
325;3557;1516;2252;131;686;1750;242;1584;1286
326;3491;3544;1345;638;3104;353;788;3512;204
327;295;3566;2641;1531;3596;1855;3597;1012;2696
328;1610;3300;1993;1541;1881;829;1636;2704;2659
329;95;2537;326;222;316;237;1574;997;404
330;2011;2465;2580;2315;3424;1731;1482;1921;1809
331;392;1641;820;1499;2136;3505;1530;1234;2017
332;2508;2650;2868;1550;2346;3662;217;519;65
333;718;238;648;3573;937;1881;201;2726;3568
334;1684;2210;2402;483;1753;2926;1454;2883;3390
335;3159;3223;1435;3180;2034;919;2373;398;912
336;2126;1220;2680;1515;2620;3017;204;3536;660
337;1802;401;3333;1069;2772;1342;232;2136;2081
338;1894;756;228;976;914;2641;2516;3540;707
339;2571;3536;2067;658;3640;37;2812;1869;830
340;89;132;3347;1570;1318;1543;66;771;2812
341;3423;1590;2793;560;946;1757;136;2790;2364
342;3658;1366;150;1708;1593;601;1957;1838;2540
343;1205;3163;382;1864;1680;2783;2830;1693;3062
344;2787;1410;1670;2422;2572;2718;2658;2208;3611
345;1999;2813;1864;603;2688;2765;3589;656;2007
346;1447;1806;1334;2429;3473;3504;2563;2906;488
347;3411;3291;2071;1749;3305;1083;2901
348;668;296;3408;134;2727;2626;3067;875;111
349;2390;3622;1378;2227;2269;503;2411;521;2017
350;1711;3626;2660;2801;452;1392;1652;199;345
351;942;1494;2564;1363;2149;2874;1618;2085;3437
352;1568;2315;1868;3400;2791;1661;1046;1286;705
353;2352;2468;961;2169;931;1345;2907;3104;1559
354;3453;3704;832;1137;2745;3341;375;345;2622
355;2750;3519;112;1244;2971;1758;647;2274;2528
356;222;2641;597;2490;1474;3196;2321;1801;3670
357;595;2648;377;2507;541;2362;258;3381;3053
358;1077;2196;195;2234;55;2477;3084;1332;3019
359;3100;3396;286;668;3414;2138;3149;3182;1711
360;379;2570;2030;2798;2011;2818;1882;206;2693
361;3057;2234;3180;2140;1714;2465;1305;1393;3254
362;3538;187;2852;2041;547;2294;2817;3690;498
363;2445;655;675;3515;3270;3339;2996;2196;2102
364;3526;716;643;2783;3061;3282;2377;2550;3344
365;1873;3535;3678;662;1798;2248;2500;2281;2895
366;1085;2481;1654;2105;470;3028;2980;2511;2477
367;1070;212;2321;771;162;3345;3692;1589;1768
368;3411;2845;991;795;988;1539;919;2294;645
369;307;1391;3503;3140;1723;2469;3387;2907;649
370;3165;2295;1220;2318;766;3693;2614;3604;3222
371;2020;1413;2686;2310;1617;2596;3586;2069;1692
372;1763;62;665;1082;1435;976;612;1639;2759
373;430;1630;3397;1750;3102;315;2134;2305;578
374;763;802;3523;2048;141;3673;101;1437;67
375;3357;1447;319;1750;2796;3451;2946;1693;3088
376;424;883;1325;852;3197;1798;808;611;1967
377;1202;2656;2636;1347;2083;2754;3516;1376;972
378;180;837;2738;1034;1871;819;3360;888;98
379;3505;13;3386;1678;3061;1014;2686;2476;450
380;2723;2758;3220;3061;891;854;3232;2528;2923
381;2003;3348;1975;28;1636;1292;2973;2545;2327
382;2819;2544;2305;1936;94;3690;2363;1380;1797
383;2680;2565;88;3255;2431;788;2063;2224;2629
384;981;1751;1342;483;3361;796;3421;2686;55
385;2991;1181;2451;1976;3292;2116;2586;648;1055
386
387;1282;2882;2183;450;165;1326;3033;198;2675
388
389;3234;899;2396;3183;1193;2626;795;553;2264
390
391;2256;2648;1839;2204;346;2440;2283;2441;29
392;2149;1228;3531;1801;3533;1899;597;307;2070
393;815;2296;361;1290;3043;1162;3706;3352;2239
394;1393;2641;3291;1268;657;1877;1387;1455;1047
395;3679;440;118;49;2671;867;3699;2513;2138
396;1943;86;910;3477;3222;1788;3700;2616;2268
397;2943;1312;1502;1081;996;3438;3203;3490;265
398;2339;3448;48;3482;97;2129;1444;987;1660
399;2697;560;3152;2068;1382;2668;442;327;969
400;1472;3308;3144;1305;3077;425;2075;350;2550
401;1854;2799;491;2927;727;296;207;3473;2136
402;1333;2135;2950;258;2256;3700;763;3071;1014
403;2004;764;1618;3185;3255;718;3326;116;2289
404;1800;3495;3419;3139;3612;1181;2595;3575;3232
405;3208;2564;2170;3468;2974;3485;3619;3512;791
406;533;600;3052;783;173;2343;2183;1599;2907
407;2783;912;609;942;2550;1292;221;222;1347
408;948;1615;666;30;1463;1244;43;630;1965
409;2980;1311;2193;1912;1524;2301;2900;1324;3614
410;1267;3067;456;1333;3078;674;3408;2679;3563
411;1734;1380;2992;2828;980;1482;3373;2969;897
412;35;2755;2140;1070;389;1678;1931;3169;151
413;3064;2570;3081;3677;3695;2486;2961;3088;2654
414;125;3198;629;184;2435;2630;2731;2597;1724
415;1258;1027;2114;3512;2570;2748;2364;1888;3149
416;554;499;2102;2729;2565;1377;3017;3704;2649
417;2307;1698;1592;2673;2455;7;1388;2899;465
418;648;58;1391;2877;2037;1596;819;3604;1977
419;3119;2116;1042;3057;1217;2457;2455;3601;376
420;2479;1251;509;2269;2305;298;3483;3310;2503
421;1003;2113;3666;2362;1044;685;2328;645;3084
422;2878;3149;2305;1628;615;471;2539;2783;1363
423;1302;943;2147;788;1693;3203;195;1894;2537
424;3088;3684;3455;3676;2680;1376;2396;3117;3650
425;818;1369;3099;206;1465;2682;2901;2294;2706
426;3550;1156;59;307;1733;3457;1109;2868;1913
427;3347;3663;2419;2318;751;2018;1093;658;1700
428;2577;3212;2316;3676;2488;683;696;96;3345
429;1434;1999;1708;2658;2274;2005;3688;585;2688
430;1244;297;3403;1325;3284;2420;268;1747;3605
431;1880;1792;894;827;3338;2629;1400;2434;3188
432;2238;136;2479;1502;3224;1609;3483;2713;2055
433;3326;94;924;635;3111;2755;3285;212;2419
434;144;2733;132;3140;2085;3337;3616;194;2053
435;661;1332;1523;13;2176;751;1867;3333;1771
436;1649;629;2711;1217;1592;1634;1719;3145;1690
437;3284;1549;2044;832;2692;1317;2913;3136;2140
438;1422;1113;3233;2777;2050;2294;1845;2952;1933
439;99;969;2195;2678;807;3222;367;3005;3296
440;2194;3017;3018;2832;947;1265;1076;1676;2391
441;3372;3078;3059;2691;3079;1535;1921;3411;234
442;896;1881;2325;365;1239;3436;2019;2327;1499
443;3036;2133;3460;136;664;2682;2460;712;558
444;3141;293;898;2026;1528;2732;465;1042;1402
445;985;3349;2131;1137;881;1769;322;3163;3397
446;190;3172;3094;2921;3068;27;2454;3143;2290
447;1477;2988;1548;1926;2412;2398;2462;1933;2863
448;3662;1377;2618;3517;3396;1941;3701;3538;3555
449;2038;2772;1676;446;1410;981;1754;2690;3673
450;3666;2597;368;337;3259;2649;2830;351;276
451;351;3231;568;1498;3614;463;1802;1701;3641
452;442;3545;741;3005;1842;1691;2078;128;235
453;1867;2730;3305;3400;115;2720;291;2017;2332
454;3491;2270;1056;1675;2586;3466;2533;233;1047
455;2445;974;2571;2895;1753;923;1752;142;2632
456;2630;432;57;1342;2095;3700;2975;3527;669
457;2782;1610;1482;452;1152;495;1941;3270;1249
458;2118;452;1625;3417;393;731;772;2787;3124
459;3568;847;2089;1441;705;640;2296;182;2291
460;63;3705;2208;2752;469;3345;497;1801;2234
461;660;3325;517;2017;1693;601;658;2434;3585
462;1693;3139;2663;315;3647;734;2754;27;485
463;2321;1525;2142;2351;1048;2832;1643;586;3449
464;2955;877;435;210;77;945;1751;2769;1048
465;2338;1437;3560;2280;1658;27;998;11;1169
466;3425;1031;3081;1747;1641;2351;1038;492;3285
467;2474;801;83;1572;3152
468;802;2017;2108;541;3344;639;1379;3009;649
469;668;903;1749;2967;2465;2149;82;1478;2924
470;366;486;2420;1042;1850;345;767;305;1476
471;1878;900;70;485;425;335;407;2807;1954
472;3404;2616;3705;1891;1300;2501;1094;1382;3003
473;3626;2406;1770;2546;1351;8;1101;897;2822
474;406;2580;1800;2207;493;728;3557;114;3569
475;3073;2188;1997;125;266;912;3279;3683;1735
476;1057;2527;1856;794;1719;3324;3371;926;2429
477;761;115;258;780;1402;1668;718;110;3611
478;1596;3519;3077;3277;3685;1325;3104;1963;1808
479;2340;2632;3404;1701;3696;1392;2389;1923;2016
480;2322;2140;1680;3366;2451;649;445;2389;2563
481;1986;63;2438;1999;517;2797;2025;2923;2474
482;2000;1441;1333;2340;538;1640;1592;1451;1999
483;3501;1794;2547;3115;3493;2884;94;2979;271
484;879;2116;2140;1466;1221;3508;1083;3331;3688
485;2153;3505;2291;1936;3245;1721;2096;2907;2599
486;2554;1103;686;900;718;3506;834;1731;287
487;2366;3242;2158;954;2140;3345;3646;2837;1402
488;234;3139;2386;3475;1717;3403;3573;2365;1496
489;878;1036;1220;2123;1693;67;334;2352;2539
490;49;2031;3540;26;1212;969;619;115;208
491;44;338;1581;1684;999;134;2678;1539;3517
492;980;406;730;1319;2674;601;1810;2031;2429
493;448;2798;614;3373;70;2448;819;638;324
494;3557;379;832;589;2642;1691;2716;475;120
495;717;2435;2770;914;2349;3111;2298;286;798
496;2409;1708;2316;3607;3258;3605;3285;2812;2610
497;1852;2631;865;916;2823;3194;2470;186;712
498;2975;1244;2191;1590;1232;74;3112;196;2680
499;2011;1846;3118;1681;2626;2691;717;3448;195
500;448;3306;996;1129;1923;1545;3399;698;2009
501;2259;2649;2809;2571;1899;3339;2567;655;2552
502;1077;3603;3180;3389;3641;3573;2738;923;3151
503;342;758;2249;2397;3061;334;1101;1441;619
504;294;2465;2785;2837;3332;1468;236;3493;95
505;469;1947;1883;53;1722;1286;2239;2462;248
506;614;1811;794;1082;1727;2318;1387;2914;535
507;2233;2609;2818;2352;1371;30;1579;1644;1504
508;151;3386;2922;2403;3440;558;2785;2000;143
509;133;2759;3530;3452;26;1690;67;3159;2112
510;3221;2957;425;2034;550;1635;1098;1622;1819
511;89;2017;1401;1339;3093;2754;1670;1371;3502
512;1554;836;1630;1414;2187;343;1806;3091;620
513;1902;3095;1982;1192;274;2064;1423;1343;309
514;771;2430;2044;605;2724;3010;732;3674;3124
515;3345;1558;2567;234;3225;2492;466;1255;2771
516;2430;3003;3254;1393;1948;1347;1977;1610;1387
517;2641;1450;752;3074;1290;1657;761;1005;2528
518;127;1455;2116;2321;2350;2843;3222;97;66
519;1403;2134;3523;1392;3497;1219;1037;321;162
520;3677;35;2810;2314;2815;2681;2306;2436;143
521;393;1652;1321;2030;290;2988;149;1938;494
522;2641;1374;1377;3152;1232;2501;1647;1883;1881
523;2187;974;2626;1999;2445;460;723;498;2687
524;3402;1270;1719;3475;590;2434;3689;1858;1829
525;3019;3536;83;2688;2626;931;1581;802;2434
526;1711;3203;3184;1074;2800;1810;1758;463;1434
527;3677;3433;2608;2891;23;143;3704;683;3088
528;3666;2797;1027;3185;1077;3647;2069;683;1490
529;827;406;677;820;122;2188;2906;722;1616
530;3143;1539;1490;1899;2068;2351;3405;2750;3437
531;1280;2876;523;3401;2764;447;322;1030;3141
532
533;1801;2681;645;2026;222;3205;3661;2688;2511
534;373;2476;1899;824;567;475;2667;3397;2212
535;268;506;1439;74;1644;3139;2028;2581;1401
536;1360;2354;942;3613;76;2836;1902;3420;734
537;2364;2894;338;1076;2299;375;2227;2552;1852
538;3705;493;2629;2935;1707;544;668;2068;1530
539;1039;143;149;767;2843;3438;1292;1570;912
